date,hour,pm2.5
2010/1/6,0,96.45864466364847
2010/1/6,1,84.75233987587497
2010/1/6,2,78.1458004029135
2010/1/6,3,79.1594317341466
2010/1/6,4,79.34559507620412
2010/1/6,5,78.93038854649743
2010/1/6,6,78.81418714856177
2010/1/6,7,84.23791355296976
2010/1/6,8,76.85394135997963
2010/1/6,9,73.70400139189996
2010/1/6,10,66.32002919890985
2010/1/6,11,64.59892709177
2010/1/6,12,59.24516263148391
2010/1/6,13,91.40958225330436
2010/1/6,14,85.37617256561717
2010/1/6,15,94.89236139646047
2010/1/6,16,82.83142110235758
2010/1/6,17,96.09940769531644
2010/1/6,18,91.67089871683342
2010/1/6,19,141.42302090466302
2010/1/6,20,113.99571142305348
2010/1/6,21,135.66130154023557
2010/1/6,22,143.7414860273796
2010/1/6,23,150.04070695705505
2010/1/13,0,17.497367039008537
2010/1/13,1,17.45944099670976
2010/1/13,2,9.876259897631144
2010/1/13,3,21.04113174352625
2010/1/13,4,9.271944955629067
2010/1/13,5,6.0773380596796756
2010/1/13,6,5.286859775620059
2010/1/13,7,3.8200958723815006
2010/1/13,8,2.652337100913968
2010/1/13,9,3.515699581610619
2010/1/13,10,-3.868272611379524
2010/1/13,11,-5.88837985029042
2010/1/13,12,-5.500998869089074
2010/1/13,13,-19.177451106183668
2010/1/13,14,-20.521272725915622
2010/1/13,15,-30.685558804608576
2010/1/13,16,-25.437895248465026
2010/1/13,17,100.63516545337151
2010/1/13,18,122.88614586725318
2010/1/13,19,125.7287672920468
2010/1/13,20,127.58047784624293
2010/1/13,21,163.621166824917
2010/1/13,22,163.2539868313022
2010/1/13,23,158.76318207224693
2010/1/20,0,122.55962378706153
2010/1/20,1,129.0349075650011
2010/1/20,2,125.76111179395467
2010/1/20,3,127.67603164818318
2010/1/20,4,108.85980384136572
2010/1/20,5,114.88490011753791
2010/1/20,6,87.2457617629974
2010/1/20,7,71.21402835108825
2010/1/20,8,70.5246971678783
2010/1/20,9,66.80162741452438
2010/1/20,10,50.74592704380757
2010/1/20,11,44.390366166525226
2010/1/20,12,43.52497213505089
2010/1/20,13,75.61155375694145
2010/1/20,14,78.8794822052349
2010/1/20,15,70.13866564620454
2010/1/20,16,75.61041858670441
2010/1/20,17,76.3499252644343
2010/1/20,18,75.35822934123118
2010/1/20,19,74.66889815802125
2010/1/20,20,53.77779569063
2010/1/20,21,63.21482454381426
2010/1/20,22,54.95535782555642
2010/1/20,23,60.15835445383021
2010/1/27,0,108.77361956772172
2010/1/27,1,98.8051827868951
2010/1/27,2,113.50200724079376
2010/1/27,3,115.4160135755624
2010/1/27,4,104.018738933796
2010/1/27,5,116.8365380249872
2010/1/27,6,126.16949752480663
2010/1/27,7,120.13608783711943
2010/1/27,8,119.96519449707799
2010/1/27,9,111.8766965984189
2010/1/27,10,103.78819869975987
2010/1/27,11,93.94069546938485
2010/1/27,12,88.8859361408698
2010/1/27,13,76.86241114907135
2010/1/27,14,41.73049909565992
2010/1/27,15,33.77003750917338
2010/1/27,16,38.14220654004946
2010/1/27,17,41.211839601714544
2010/1/27,18,52.55277429587409
2010/1/27,19,61.9115277934212
2010/1/27,20,62.273753983743134
2010/1/27,21,55.06584463901743
2010/1/27,22,53.22180024837094
2010/1/27,23,72.88542271933869
2010/2/3,0,71.15493628850466
2010/2/3,1,83.028578070313
2010/2/3,2,101.29912870500777
2010/2/3,3,121.49502090791762
2010/2/3,4,123.67397668037475
2010/2/3,5,131.87710345102542
2010/2/3,6,132.362271924854
2010/2/3,7,123.88296005248442
2010/2/3,8,130.63236848392748
2010/2/3,9,97.81631356997092
2010/2/3,10,65.66392430835083
2010/2/3,11,47.29788400330099
2010/2/3,12,23.19606659804117
2010/2/3,13,12.855717671083795
2010/2/3,14,7.453926674706054
2010/2/3,15,-6.345467845895172
2010/2/3,16,7.980357981332872
2010/2/3,17,19.447594567221216
2010/2/3,18,13.967528215206329
2010/2/3,19,46.51294413000329
2010/2/3,20,94.00168505392654
2010/2/3,21,87.48067256216726
2010/2/3,22,89.57074174520004
2010/2/3,23,112.8732795326136
2010/2/10,0,15.561361693511031
2010/2/10,1,20.80902524965458
2010/2/10,2,17.236224346837105
2010/2/10,3,15.691185087961657
2010/2/10,4,17.179884399230247
2010/2/10,5,15.63484514035477
2010/2/10,6,22.188404273931525
2010/2/10,7,20.344359883285023
2010/2/10,8,19.65502870007481
2010/2/10,9,17.360796807660677
2010/2/10,10,15.34068956874978
2010/2/10,11,-1.3421746714589915
2010/2/10,12,-8.726146864449134
2010/2/10,13,2.5227716542689222
2010/2/10,14,5.48833536256916
2010/2/10,15,26.528588649179326
2010/2/10,16,26.113382119472647
2010/2/10,17,26.852888797202482
2010/2/10,18,24.558656904788336
2010/2/10,19,27.628289966453167
2010/2/10,20,34.18184910002991
2010/2/10,21,37.70166966346261
2010/2/10,22,30.493760318736918
2010/2/10,23,41.28135167722412
2010/2/17,0,117.60942983371868
2010/2/17,1,111.87838488602468
2010/2/17,2,111.99889283928782
2010/2/17,3,105.21629051806192
2010/2/17,4,92.89376039449243
2010/2/17,5,99.2439301127749
2010/2/17,6,58.80127367004201
2010/2/17,7,63.47580744091131
2010/2/17,8,46.69488139546347
2010/2/17,9,19.687361732232148
2010/2/17,10,9.822994304770361
2010/2/17,11,3.6686510666315257
2010/2/17,12,-16.546165781580754
2010/2/17,13,-24.30540972892379
2010/2/17,14,-26.071178763933403
2010/2/17,15,-39.194287665355375
2010/2/17,16,-39.80870310115057
2010/2/17,17,-30.54773709623069
2010/2/17,18,61.06290950724048
2010/2/17,19,55.933234431310694
2010/2/17,20,86.89771659571142
2010/2/17,21,91.76809966444677
2010/2/17,22,81.97572573188457
2010/2/17,23,121.06368676700527
2010/2/24,0,138.14942299506927
2010/2/24,1,132.11601330738208
2010/2/24,2,160.18440578533276
2010/2/24,3,142.12073022027613
2010/2/24,4,145.72516424545088
2010/2/24,5,157.56431297746997
2010/2/24,6,158.04948145129853
2010/2/24,7,151.56588426184368
2010/2/24,8,143.65344921144907
2010/2/24,9,122.93331556365632
2010/2/24,10,114.54581253322627
2010/2/24,11,107.76321021200036
2010/2/24,12,100.98060789077448
2010/2/24,13,92.11467727208681
2010/2/24,14,87.05991794357172
2010/2/24,15,114.05708656479504
2010/2/24,16,119.22983437352393
2010/2/24,17,119.80052982855469
2010/2/24,18,131.36555390707048
2010/2/24,19,170.7879266432114
2010/2/24,20,155.69324777896452
2010/2/24,21,162.16853155690438
2010/2/24,22,155.86099721571392
2010/2/24,23,183.55210920625672
2010/3/3,0,80.26876526219883
2010/3/3,1,106.94917993254215
2010/3/3,2,135.71873850793963
2010/3/3,3,105.21211000885617
2010/3/3,4,101.1608815177811
2010/3/3,5,101.34704485983865
2010/3/3,6,101.53320820189617
2010/3/3,7,121.94690792842503
2010/3/3,8,113.94729661919033
2010/3/3,9,115.01785538971852
2010/3/3,10,100.90182688464378
2010/3/3,11,95.84706755612872
2010/3/3,12,100.09120027483229
2010/3/3,13,96.46527880725705
2010/3/3,14,91.410519478742
2010/3/3,15,87.96066085943144
2010/3/3,16,81.92725117174422
2010/3/3,17,90.51101803802499
2010/3/3,18,121.70292029756617
2010/3/3,19,120.54577275988609
2010/3/3,20,121.48112873548232
2010/3/3,21,144.1856562593538
2010/3/3,22,157.75600759230585
2010/3/3,23,128.29757685853212
2010/3/10,0,103.18520922253964
2010/3/10,1,102.69081381773591
2010/3/10,2,109.29239948740455
2010/3/10,3,113.56385877313824
2010/3/10,4,116.10411545793865
2010/3/10,5,111.49954363119124
2010/3/10,6,125.92224343158666
2010/3/10,7,142.3040420918087
2010/3/10,8,126.39443006242287
2010/3/10,9,95.99812388000356
2010/3/10,10,53.8798173106062
2010/3/10,11,29.523661701445107
2010/3/10,12,34.3273907191206
2010/3/10,13,6.301157454508825
2010/3/10,14,-2.9876340989166863
2010/3/10,15,-1.0736277641482843
2010/3/10,16,28.965598918449572
2010/3/10,17,29.450767392278152
2010/3/10,18,48.938327014981766
2010/3/10,19,67.11999106025222
2010/3/10,20,85.47771795378677
2010/3/10,21,98.74570454674563
2010/3/10,22,79.92947673992816
2010/3/10,23,94.17611369205943
2010/3/17,0,62.29814503725375
2010/3/17,1,80.5527160968839
2010/3/17,2,89.0582076075278
2010/3/17,3,61.946618590931635
2010/3/17,4,61.00294920382042
2010/3/17,5,55.82524759179874
2010/3/17,6,55.58610391035619
2010/3/17,7,43.99297997072341
2010/3/17,8,41.69874807830929
2010/3/17,9,27.522073070300152
2010/3/17,10,25.800970963160268
2010/3/17,11,13.176076099597623
2010/3/17,12,19.852577516680952
2010/3/17,13,-3.021619666782584
2010/3/17,14,18.566252416876324
2010/3/17,15,14.563050461893113
2010/3/17,16,24.48140025841215
2010/3/17,17,31.082985928080788
2010/3/17,18,49.95490643453982
2010/3/17,19,89.45219491809571
2010/3/17,20,83.23354716632963
2010/3/17,21,110.54602779429736
2010/3/17,22,134.03262062129687
2010/3/17,23,138.1504514482714
2010/3/24,0,37.60294367539343
2010/3/24,1,38.08811214922201
2010/3/24,2,52.334749101353054
2010/3/24,3,83.17534108298858
2010/3/24,4,78.19348876883325
2010/3/24,5,86.6989802794771
2010/3/24,6,92.170733219977
2010/3/24,7,96.59092878694472
2010/3/24,8,64.54169535922931
2010/3/24,9,39.46122759479738
2010/3/24,10,19.663427176292572
2010/3/24,11,-4.262327380702857
2010/3/24,12,-8.313555871777936
2010/3/24,13,-13.793622223792823
2010/3/24,14,1.2953381815458158
2010/3/24,15,39.204619050422
2010/3/24,16,45.88112046750564
2010/3/24,17,67.09743660237997
2010/3/24,18,84.85379362415055
2010/3/24,19,95.94374972263094
2010/3/24,20,102.36822000262545
2010/3/24,21,124.07264786690186
2010/3/24,22,121.64027735385787
2010/3/24,23,155.6469172126412
2010/3/31,7,134.83677593565403
2010/3/31,8,136.20969944617536
2010/3/31,17,34.855393077632684
2010/3/31,18,28.80219694034352
2010/3/31,19,33.47673071121285
2010/3/31,20,38.32732733034652
2010/3/31,21,43.45204860298318
2010/3/31,22,37.39885246569405
2010/3/31,23,17.584187850102495
2010/4/7,0,67.54805016440929
2010/4/7,1,54.103674695414085
2010/4/7,2,70.70776459851014
2010/4/7,3,71.43300203175963
2010/4/7,4,84.66012857138605
2010/4/7,5,79.87031868055976
2010/4/7,6,95.04221111449388
2010/4/7,7,102.97039233065775
2010/4/7,8,86.16839268147967
2010/4/7,9,47.66122759518285
2010/4/7,10,48.55572351744664
2010/4/7,11,23.662204147677812
2010/4/7,12,11.037309284115423
2010/4/7,13,-6.271805306125401
2010/4/7,14,-24.006226919866037
2010/4/7,15,-24.34315809393584
2010/4/7,16,-22.952246275294527
2010/4/7,17,-28.0550321399015
2010/4/7,18,-16.89016029400642
2010/4/7,19,-15.40146098273786
2010/4/7,20,9.14759885405175
2010/4/7,21,18.031284371563714
2010/4/7,22,29.498520957452
2010/4/7,23,40.965757543340345
2010/4/14,0,86.61246278124503
2010/4/14,1,53.39506780259629
2010/4/14,2,102.31755022509961
2010/4/14,3,78.22634405362726
2010/4/14,4,98.4222362565371
2010/4/14,5,58.23943522282708
2010/4/14,6,82.23515172394438
2010/4/14,7,74.59684132705297
2010/4/14,8,45.12579062643678
2010/4/14,9,39.092380938749585
2010/4/14,10,-6.092984136696373
2010/4/14,11,-10.697555963443733
2010/4/14,12,-23.350253557789472
2010/4/14,13,-19.42201906538139
2010/4/14,14,-18.66272593804959
2010/4/14,15,-20.44367773699969
2010/4/14,16,-5.787713336433484
2010/4/14,17,14.035530962167883
2010/4/14,18,42.343555043832495
2010/4/14,19,59.62484408556763
2010/4/14,20,69.66324281051618
2010/4/14,21,69.24803628080946
2010/4/14,22,81.16546036846543
2010/4/14,23,93.38188958789242
2010/4/21,0,26.767064065542996
2010/4/21,1,45.701280352574244
2010/4/21,2,52.00050128224966
2010/4/21,3,73.14187277227153
2010/4/21,4,50.655567310003434
2010/4/21,5,45.47786569798173
2010/4/21,6,57.36168135787055
2010/4/21,7,58.23808758793395
2010/4/21,8,57.91175407446882
2010/4/21,9,78.32407382682817
2010/4/21,10,65.84117254426482
2010/4/21,11,72.48360469408314
2010/4/21,12,75.02336602673621
2010/4/21,13,64.85907994804329
2010/4/21,14,58.32745622249651
2010/4/21,15,76.75729657733766
2010/4/21,16,77.99501729292703
2010/4/21,17,79.00864862416014
2010/4/21,18,77.76597410527788
2010/4/21,19,80.28566611167791
2010/4/21,20,74.0670047867288
2010/4/21,21,101.36981484673471
2010/4/21,22,103.54875704600907
2010/4/21,23,112.52040206030247
2010/4/28,0,-39.65838746028348
2010/4/28,1,-17.76578570622999
2010/4/28,2,0.9443411964449808
2010/4/28,3,-10.95114748318096
2010/4/28,4,-22.54427142281375
2010/4/28,5,-23.712030194281255
2010/4/28,6,-25.25706945315673
2010/4/28,7,-39.8839319629335
2010/4/28,8,-56.11569518191445
2010/4/28,9,-64.2522196166654
2010/4/28,10,-73.44030142494822
2010/4/28,11,-89.59714889651445
2010/4/28,12,-91.81646504151385
2010/4/28,13,-94.80985429831978
2010/4/28,14,-108.8333382032773
2010/4/28,15,-111.95302935181198
2010/4/28,16,-109.40649080627426
2010/4/28,17,-104.65704128799021
2010/4/28,18,-106.42281032299982
2010/4/28,19,-100.92080856295496
2010/4/28,20,-87.17147212922336
2010/4/28,21,-77.13307340427485
2010/4/28,22,-78.30083217574239
2010/4/28,23,-70.31843518122585
2010/5/5,0,85.42586908283712
2010/5/5,1,58.970453686981784
2010/5/5,2,58.34420152228547
2010/5/5,3,123.11269884938272
2010/5/5,4,124.72770005238009
2010/5/5,5,125.66305602797631
2010/5/5,6,119.80570918855345
2010/5/5,7,124.67609225728913
2010/5/5,8,126.5900985920575
2010/5/5,9,119.12785104343052
2010/5/5,10,119.43695666899463
2010/5/5,11,111.79864627210323
2010/5/5,12,132.7111173586051
2010/5/5,13,62.52943895563557
2010/5/5,14,41.46227363997984
2010/5/5,15,39.242957494980445
2010/5/5,16,37.72816705565003
2010/5/5,17,40.74977358122321
2010/5/5,18,40.188478710185805
2010/5/5,19,40.757016568317084
2010/5/5,20,42.050780101179186
2010/5/5,21,31.389193504086833
2010/5/5,22,34.70980516143105
2010/5/5,23,39.91280178970486
2010/5/12,0,62.082054165401374
2010/5/12,1,68.38127509507684
2010/5/12,2,76.28539673395649
2010/5/12,3,83.73933087106846
2010/5/12,4,112.75320263613118
2010/5/12,5,107.96339274530489
2010/5/12,6,106.1673748907503
2010/5/12,7,93.57116737999273
2010/5/12,8,79.75750361491117
2010/5/12,9,87.92312994045157
2010/5/12,10,63.529559028986
2010/5/12,11,60.489027858110376
2010/5/12,12,42.13896712812519
2010/5/12,13,45.68992113312501
2010/5/12,14,35.73746392736328
2010/5/12,15,27.648966028704237
2010/5/12,16,23.597737537629143
2010/5/12,17,30.450301802976895
2010/5/12,18,37.30286606832469
2010/5/12,19,39.09393011958646
2010/5/12,20,62.51651683542944
2010/5/12,21,68.24260797983031
2010/5/12,22,82.66530778022576
2010/5/12,23,88.690404056398
2010/5/19,0,134.47944427927732
2010/5/19,1,135.71716499486672
2010/5/19,2,116.5362766674838
2010/5/19,3,111.6575801872332
2010/5/19,4,140.96621285382258
2010/5/19,5,156.10060484264642
2010/5/19,6,135.76836291604909
2010/5/19,7,108.78779618517915
2010/5/19,8,82.7893245645094
2010/5/19,9,28.88247035480137
2010/5/19,10,21.6214404453182
2010/5/19,11,-0.4555375685147567
2010/5/19,12,-9.523599345806133
2010/5/19,13,-38.23672946338431
2010/5/19,14,-42.060946317587934
2010/5/19,15,-49.190580306676736
2010/5/19,16,-66.92500192041737
2010/5/19,17,-61.123995028601485
2010/5/19,18,-61.81332621181144
2010/5/19,19,-51.774927486862936
2010/5/19,20,-11.414121979962744
2010/5/19,21,-11.05189578964081
2010/5/19,22,8.402055405295414
2010/5/19,23,15.8559895424074
2010/5/26,0,63.17590483951068
2010/5/26,1,65.97766621097186
2010/5/26,2,84.91188249800317
2010/5/26,3,61.11968145830183
2010/5/26,4,67.59496523624169
2010/5/26,5,92.49105674089424
2010/5/26,6,87.05901692497127
2010/5/26,7,74.49440910892578
2010/5/26,8,67.334526300292
2010/5/26,9,33.614736774578006
2010/5/26,10,27.83566529079212
2010/5/26,11,13.482927434518587
2010/5/26,12,6.397960373299469
2010/5/26,13,8.01296157629676
2010/5/26,14,7.89676017836112
2010/5/26,15,3.845531687286041
2010/5/26,16,10.69809595263385
2010/5/26,17,5.218029600618991
2010/5/26,18,17.736823560039113
2010/5/26,19,29.125784790290567
2010/5/26,20,30.614484101559086
2010/5/26,21,38.670701629895476
2010/5/26,22,53.093401430290925
2010/5/26,23,81.0217800941459
2010/6/2,17,74.23470722782311
2010/6/2,18,69.80619824934011
2010/6/2,19,77.71031988821973
2010/6/2,20,120.21445773059683
2010/6/2,21,133.96087191181303
2010/6/2,22,135.19859262740243
2010/6/2,23,115.33805907261842
2010/6/9,17,21.746864697873065
2010/6/9,18,39.62952361137249
2010/6/9,19,45.35561475577359
2010/6/9,20,54.11544447031875
2010/6/9,21,54.77667579241178
2010/6/9,22,68.04466238537064
2010/6/9,23,109.98581542311594
2010/6/16,0,118.25437433897106
2010/6/16,1,113.16219970815158
2010/6/16,2,128.29659169697538
2010/6/16,3,121.90188109694493
2010/6/16,4,117.77573685845505
2010/6/16,5,124.25102063639468
2010/6/16,6,113.60293862816695
2010/6/16,7,122.21875245547498
2010/6/16,8,109.51894184449756
2010/6/16,9,84.9741885630354
2010/6/16,10,86.88819489780404
2010/6/16,11,80.10559257657816
2010/6/16,12,70.10690697620652
2010/6/16,13,70.8662001035384
2010/6/16,14,84.51146718390511
2010/6/16,15,84.39526578596946
2010/6/16,16,78.91519943395463
2010/6/16,17,91.43399339337483
2010/6/16,18,76.79209758957025
2010/6/16,19,96.24222833678661
2010/6/16,20,127.42310915319919
2010/6/16,21,119.58358111716393
2010/6/16,22,145.8867017269166
2010/6/16,23,135.06934765649189
2010/6/23,10,24.46695371306862
2010/6/23,11,11.247940603306972
2010/6/23,12,6.193181274792153
2010/6/23,13,13.17204743186872
2010/6/23,14,7.818282971582619
2010/6/23,15,8.004446313640159
2010/6/23,16,14.983312470716754
2010/6/23,17,22.437246607828754
2010/6/23,18,29.891180744940826
2010/6/23,19,50.12793300118301
2010/6/23,20,82.13857530040046
2010/6/23,21,73.56247459766934
2010/6/23,22,72.61880521055814
2010/6/23,23,68.7436395677475
2010/6/30,0,84.63191328105069
2010/6/30,1,90.9311342107261
2010/6/30,2,92.04255303458675
2010/6/30,3,94.40674687112278
2010/6/30,4,107.78213352823066
2010/6/30,5,121.50030762295714
2010/6/30,6,109.89291443884396
2010/6/30,7,123.29610382673478
2010/6/30,8,104.26639786934845
2010/6/30,9,105.20175384494468
2010/6/30,10,99.16834415725748
2010/6/30,11,115.50547588960977
2010/6/30,12,111.20326880285558
2010/6/30,13,86.65851552139347
2010/6/30,14,93.93638681024102
2010/6/30,15,87.90297712255382
2010/6/30,16,83.02428064230321
2010/6/30,17,90.7523394329184
2010/6/30,18,98.65646107179799
2010/6/30,19,99.89418178738741
2010/6/30,20,114.76706908955047
2010/6/30,21,119.63745215828617
2010/6/30,22,120.57280813388239
2010/6/30,23,149.13649239717748
2010/7/7,0,38.5751840179979
2010/7/7,1,40.66525320103065
2010/7/7,2,74.86878145875835
2010/7/7,3,76.10650217434777
2010/7/7,4,83.94832803265513
2010/7/7,5,98.78035528148575
2010/7/7,6,84.79952957134303
2010/7/7,7,58.952240320669816
2010/7/7,8,59.43740879449841
2010/7/7,9,52.65480647327253
2010/7/7,10,58.95402740294794
2010/7/7,11,52.92061771526075
2010/7/7,12,53.405786189089326
2010/7/7,13,47.37237650140207
2010/7/7,14,73.12842031196445
2010/7/7,15,61.06748001786154
2010/7/7,16,62.604205865222
2010/7/7,17,82.80009806813185
2010/7/7,18,76.58145031636582
2010/7/7,19,91.71584230518962
2010/7/7,20,91.98753262844934
2010/7/7,21,91.52229082959545
2010/7/7,22,86.04222447758058
2010/7/7,23,93.94634611646022
2010/7/14,0,98.37784863190555
2010/7/14,1,107.84601092665699
2010/7/14,2,116.05249730552983
2010/7/14,3,109.65442709727716
2010/7/14,4,103.92338214958315
2010/7/14,5,113.0302435319912
2010/7/14,6,106.16936585512818
2010/7/14,7,107.1047218307244
2010/7/14,8,122.53811895131926
2010/7/14,9,116.80707400362526
2010/7/14,10,104.8690759930293
2010/7/14,11,107.67083736449044
2010/7/14,12,90.24603211630836
2010/7/14,13,96.54525304598377
2010/7/14,14,92.1167440675008
2010/7/14,15,92.60191254132938
2010/7/14,16,93.83963325691875
2010/7/14,17,96.20382709345478
2010/7/14,18,104.10794873233442
2010/7/14,19,110.70953440200299
2010/7/14,20,136.86773917824118
2010/7/14,21,138.25328265560498
2010/7/14,22,126.64588947149187
2010/7/14,23,129.3124480480211
2010/7/21,0,99.80055897831288
2010/7/21,1,95.6744147398231
2010/7/21,2,96.91213545541251
2010/7/21,3,97.84749143100873
2010/7/21,4,132.10907123906438
2010/7/21,5,114.98663073087542
2010/7/21,6,121.58485679232194
2010/7/21,7,113.4214431462481
